TransactionID,Date,Product,amount,place
525,2/26/2024,Pork - Inside,7,US
526,8/28/2024,"Trout - Rainbow, Fresh",3,CA
527,2/15/2024,"Rum - Dark, Bacardi, Black",2,ZA
528,2/25/2024,Jack Daniels,4,GB
529,4/2/2024,Spaghetti Squash,9,RU
530,11/10/2023,"Fish - Soup Base, Bouillon",4,SK
531,8/22/2024,Truffle - Peelings,2,RU
532,5/4/2024,"Veal - Inside Round / Top, Lean",9,CA
533,8/7/2024,Pears - Bosc,3,AU
534,3/30/2024,Quiche Assorted,5,DE
535,5/29/2024,Nantucket - Orange Mango Cktl,10,MX
536,4/13/2024,Wakami Seaweed,5,CO
537,11/23/2023,"Bread - Pullman, Sliced",1,US
538,6/23/2024,Boogies,9,CO
539,2/1/2024,Sugar - Icing,9,CA
540,2/17/2024,"Nut - Almond, Blanched, Whole",5,GB
541,12/6/2023,"Wine - Red, Pinot Noir, Chateau",9,IN
542,5/9/2024,Beer - Labatt Blue,6,MZ
543,11/30/2023,Rosemary - Dry,10,SK
544,7/12/2024,"Wine - Magnotta, White",2,RU
545,11/10/2023,"Split Peas - Green, Dry",3,GN
546,9/4/2024,Dill Weed - Fresh,7,KR
547,6/29/2024,Wine - Marlbourough Sauv Blanc,6,ZA
548,3/20/2024,Pie Pecan,4,US
549,5/12/2024,Samosa - Veg,1,FR
550,3/25/2024,Bread - Petit Baguette,9,PF
551,8/13/2024,Beef - Shank,7,ET
552,10/14/2023,Cake Slab,5,NP
553,9/27/2023,Wine - Crozes Hermitage E.,1,KP
554,4/7/2024,Huck White Towels,7,US
555,1/8/2024,"Bread - Rolls, Rye",5,BR
556,8/3/2024,"Cheese - Havarti, Roasted Garlic",8,CN
557,7/23/2024,Quinoa,7,CK
558,2/17/2024,Bread - Wheat Baguette,4,CF
559,12/22/2023,Straws - Cocktale,7,CA
560,5/27/2024,Spice - Peppercorn Melange,10,MK
561,11/4/2023,"Apple - Delicious, Golden",10,US
562,7/19/2024,Fuji Apples,8,CO
563,1/9/2024,Couscous,7,TG
564,3/18/2024,Wine - Pinot Noir Pond Haddock,10,US
565,12/18/2023,Bar Nature Valley,7,MZ
566,4/16/2024,Puree - Kiwi,4,US
567,11/30/2023,Cattail Hearts,6,IR
568,5/12/2024,"Water - Mineral, Carbonated",7,JP
569,1/24/2024,Thermometer Digital,6,AU
570,7/19/2024,Spinach - Baby,10,ZA
571,10/28/2023,Table Cloth 81x81 White,3,SB
572,2/25/2024,"Fish - Base, Bouillion",10,SR
573,1/28/2024,Cornish Hen,7,US
574,7/22/2024,"Pasta - Gnocchi, Potato",10,IN
575,11/26/2023,"Pork - Chop, Frenched",2,ZA
576,8/23/2024,Shrimp - Black Tiger 13/15,2,BR
577,3/17/2024,Alize Gold Passion,7,ID
578,6/9/2024,Sauce - Hp,1,MY
579,9/18/2023,Jolt Cola,1,AF
580,12/30/2023,Artichoke - Fresh,1,SO
581,11/21/2023,"Wine - White, Pelee Island",5,US
582,6/18/2024,Glove - Cutting,5,KR
583,6/4/2024,"Juice - V8, Tomato",8,CN
584,6/11/2024,Papayas,9,PH
585,9/5/2024,Wine - Jackson Triggs Okonagan,9,GB
586,8/10/2024,Guava,9,PR
587,1/24/2024,Kellogs Special K Cereal,9,ID
588,10/4/2023,Coffee - Irish Cream,9,GB
589,6/24/2024,Jam - Raspberry,5,PG
590,2/16/2024,Cloves - Ground,5,AU
591,8/18/2024,Coffee - Almond Amaretto,5,RO
592,6/27/2024,Bread Fig And Almond,3,FK
593,6/27/2024,Paper Cocktail Umberlla 80 - 180,3,HR
594,11/6/2023,Figs,3,MX
595,9/4/2024,"Wine - Saint - Bris 2002, Sauv",2,ES
596,6/17/2024,Beets - Mini Golden,5,US
597,12/14/2023,Food Colouring - Blue,10,US
598,4/14/2024,"Water - Mineral, Carbonated",9,US
599,7/11/2024,Cheese - Stilton,6,BR
600,2/15/2024,Beer - Upper Canada Light,4,BR
601,6/29/2024,Hold Up Tool Storage Rack,2,RU
602,5/24/2024,"Gingerale - Schweppes, 355 Ml",8,CA
603,6/17/2024,Chervil - Fresh,3,BO
604,3/23/2024,Honey - Lavender,9,PG
605,6/26/2024,Samosa - Veg,7,AU
606,8/30/2024,Oil - Grapeseed Oil,2,RU
607,5/24/2024,Flour - So Mix Cake White,9,DZ
608,5/23/2024,Sugar - Cubes,1,PF
609,10/26/2023,Bandage - Flexible Neon,3,BR
610,2/10/2024,The Pop Shoppe - Root Beer,6,ID
611,6/25/2024,External Supplier,3,GB
612,10/27/2023,Carbonated Water - Cherry,4,AU
613,2/2/2024,Dc - Sakura Fu,1,LS
614,3/20/2024,Carrots - Mini Red Organic,2,JP
615,4/4/2024,Liquid Aminios Acid - Braggs,6,CO
616,8/20/2024,Onions Granulated,4,LR
617,2/5/2024,Wine - Guy Sage Touraine,1,CA
618,2/27/2024,Pork - Belly Fresh,2,IR
619,12/24/2023,"Wine - Red, Cooking",10,LA
620,8/16/2024,Corn - On The Cob,6,US
621,10/7/2023,Water - Green Tea Refresher,3,BR
622,9/4/2024,"Vermacelli - Sprinkles, Assorted",10,CL
623,6/8/2024,Aspic - Clear,4,GY
624,1/5/2024,Lady Fingers,8,AR
625,12/23/2023,Figs,8,US
626,1/13/2024,Soup - Campbells Asian Noodle,6,CD
627,9/12/2023,Bandage - Finger Cots,7,US
628,2/23/2024,Beets - Pickled,10,ZA
629,12/13/2023,"Pasta - Lasagna, Dry",2,PG
630,3/31/2024,Peach - Fresh,7,CN
631,7/22/2024,Tomatoes - Grape,4,US
632,9/9/2023,Pastry - Key Limepoppy Seed Tea,3,GA
633,4/10/2024,Onion Powder,1,IS
634,3/11/2024,"Chicken - Leg, Fresh",2,US
635,2/15/2024,Beans - Fine,8,US
636,1/11/2024,Sea Bass - Whole,5,NZ
637,10/11/2023,Orange Roughy 4/6 Oz,9,BR
638,5/11/2024,Squid - U - 10 Thailand,7,TL
639,8/15/2024,Sauce - Fish 25 Ozf Bottle,7,US
640,2/28/2024,"Crab - Blue, Frozen",2,CA
641,10/28/2023,Arctic Char - Fillets,5,US
642,4/24/2024,Beer - Sleemans Honey Brown,7,MH
643,7/25/2024,Pork - Back Ribs,4,PG
644,5/11/2024,Wine - Chateauneuf Du Pape,2,CM
645,5/30/2024,Beer - Upper Canada Light,4,US
646,12/9/2023,"Stock - Beef, Brown",3,AU
647,4/12/2024,Durian Fruit,10,DE
648,9/20/2023,Squid - U 5,1,DE
649,6/19/2024,Sauce - Balsamic Viniagrette,5,US
650,8/31/2024,Mustard - Dijon,2,BR
651,1/3/2024,Soap - Mr.clean Floor Soap,3,CD
652,12/17/2023,Chocolate - White,4,US
653,7/2/2024,"Potatoes - Instant, Mashed",10,US
654,6/21/2024,Dasheen,7,TH
655,6/25/2024,"Chilli Paste, Sambal Oelek",8,ET
656,8/2/2024,"Artichokes - Knobless, White",2,GL
657,1/29/2024,Nantucket Cranberry Juice,3,SA
658,2/17/2024,Beans - Soya Bean,10,GB
659,2/1/2024,Garlic Powder,1,IR
660,12/22/2023,Ice Cream - Life Savers,4,US
661,2/17/2024,Jameson Irish Whiskey,1,FI
662,5/20/2024,Lamb - Loin Chops,3,PE
663,12/26/2023,Laundry - Bag Cloth,9,MX
664,4/3/2024,Turkey Tenderloin Frozen,6,IR
665,6/26/2024,Wine - Sicilia Igt Nero Avola,5,KZ
666,7/23/2024,Table Cloth 62x120 Colour,3,TR
667,3/21/2024,Appetizer - Veg Assortment,7,GW
668,5/1/2024,Mayonnaise,3,CA
669,10/4/2023,Cake - Sheet Strawberry,7,AU
670,11/11/2023,"Fish - Halibut, Cold Smoked",9,RU
671,3/18/2024,Beer - True North Strong Ale,8,CA
672,1/30/2024,Bread Bowl Plain,4,TW
673,6/22/2024,"Sauce - Bernaise, Mix",6,CA
674,4/14/2024,Cabbage - Red,9,US
675,11/30/2023,Wiberg Cure,10,SE
676,11/16/2023,Nantucket - Kiwi Berry Cktl.,5,AU
677,4/28/2024,Table Cloth 62x114 Colour,6,CH
678,2/6/2024,Strawberries,7,GY
679,6/28/2024,Foil - Round Foil,2,ID
680,12/3/2023,"Pasta - Gnocchi, Potato",5,RU
681,12/23/2023,"Pepper - Paprika, Hungarian",3,US
682,11/10/2023,Flax Seed,9,US
683,12/30/2023,Compound - Raspberry,9,PG
684,5/6/2024,Cleaner - Lime Away,8,MY
685,1/14/2024,Beef - Kobe Striploin,5,BR
686,1/10/2024,Bagel - Whole White Sesame,4,US
687,11/9/2023,Nantucket - 518ml,5,PG
688,11/23/2023,Cup - Translucent 7 Oz Clear,1,US
689,2/10/2024,"Tortillas - Flour, 8",5,GL
690,4/30/2024,English Muffin,7,CA
691,3/10/2024,Zucchini - Yellow,8,LS
692,8/20/2024,Lettuce - Lambs Mash,6,DK
693,11/26/2023,Hummus - Spread,10,KZ
694,1/15/2024,Pan Grease,10,US
695,2/16/2024,"Onions - Dried, Chopped",1,GE
696,1/1/2024,Gatorade - Cool Blue Raspberry,7,PG
697,11/7/2023,"Cod - Salted, Boneless",3,CN
698,8/9/2024,Marjoram - Fresh,3,GL
699,2/15/2024,Butter - Salted,7,CN
700,12/4/2023,Oil - Coconut,5,CA
701,4/13/2024,Coffee - Decafenated,1,US
702,2/23/2024,Oil - Peanut,10,US
703,11/16/2023,Duck - Fat,2,IN
704,9/6/2024,Baking Soda,5,SA
705,9/2/2024,Broccoli - Fresh,9,CA
706,7/4/2024,"Shrimp, Dried, Small / Lb",4,AU
707,3/26/2024,Bagel - Ched Chs Presliced,4,CA
708,7/19/2024,Carbonated Water - Blackberry,3,PG
709,8/5/2024,Sugar Thermometer,8,US
710,12/22/2023,"Soup - Campbells, Classic Chix",2,CN
711,4/5/2024,"Wine - White, Cooking",8,MN
712,12/2/2023,Soup Campbells Split Pea And Ham,5,CO
713,4/1/2024,Onions - Green,9,NP
714,9/28/2023,"Soup - Cream Of Broccoli, Dry",9,SO
715,10/1/2023,Sugar - Icing,1,US
716,5/5/2024,Bread - Bistro Sour,3,CA
717,9/20/2023,Mustard - Dijon,1,US
718,3/1/2024,Wine - Cava Aria Estate Brut,7,BR
719,10/20/2023,Grouper - Fresh,10,MX
720,8/30/2024,"Cheese - Cheddar, Medium",5,GP
721,5/6/2024,Mushroom - Morel Frozen,2,ZA
722,11/13/2023,Spinach - Spinach Leaf,6,CN
723,12/21/2023,Cheese - Ermite Bleu,6,ZA
724,5/16/2024,Petit Baguette,9,US
725,8/7/2024,Wine - Vovray Sec Domaine Huet,2,BR
726,1/8/2024,"Trout - Rainbow, Frozen",8,MX
727,2/13/2024,Wine - Pinot Noir Stoneleigh,10,BR
728,3/8/2024,Coriander - Seed,3,US
729,3/26/2024,"Juice - Apple, 341 Ml",1,ID
730,3/8/2024,Mackerel Whole Fresh,2,AU
731,5/17/2024,Higashimaru Usukuchi Soy,8,IN
732,8/25/2024,Pepper - Chilli Seeds Mild,6,AU
733,2/20/2024,Parsley - Fresh,7,CL
734,4/7/2024,Cod - Black Whole Fillet,10,NZ
735,9/9/2023,Appetizer - Asian Shrimp Roll,10,US
736,2/27/2024,Cake - Mini Potato Pancake,9,MX
737,2/20/2024,Compound - Orange,9,AF
738,5/9/2024,Container Clear 8 Oz,7,BR
739,8/28/2024,Beef - Tender Tips,9,PG
740,4/3/2024,Marzipan 50/50,4,ES
741,9/23/2023,Bread Bowl Plain,1,BR
742,5/6/2024,Wine - Beringer Founders Estate,4,US
743,1/26/2024,Five Alive Citrus,4,CK
744,4/18/2024,"Juice - Apple, 500 Ml",4,CA
745,8/15/2024,"Shrimp - 16/20, Peeled Deviened",8,US
746,11/15/2023,"Leeks - Baby, White",3,US
747,7/5/2024,"Potatoes - Purple, Organic",10,MM
748,10/16/2023,Chef Hat 20cm,7,US
749,5/6/2024,"Wine - White, Concha Y Toro",7,IN
750,11/20/2023,"Juice - Clamato, 341 Ml",1,BR
751,5/28/2024,"Seedlings - Buckwheat, Organic",6,BR
752,7/20/2024,Barley - Pearl,5,CN
753,9/20/2023,Kellogs Special K Cereal,7,IT
754,4/21/2024,"Onions - Dried, Chopped",6,BR
755,3/31/2024,Schnappes Peppermint - Walker,8,RO
756,12/15/2023,"Soup - Knorr, Ministrone",9,US
757,1/11/2024,Pastry - Butterscotch Baked,10,NZ
758,7/18/2024,"Water - Mineral, Natural",9,PH
759,5/5/2024,Tomatoes,2,CN
760,4/21/2024,Coffee - Dark Roast,4,MZ
761,4/4/2024,Mustard Prepared,5,JP
762,9/9/2023,Catfish - Fillets,10,SE
763,11/20/2023,"Asparagus - Green, Fresh",2,PG
764,3/1/2024,"Wine - White, Ej Gallo",3,RU
765,4/9/2024,"Beef - Bones, Marrow",8,AO
766,2/18/2024,Rabbit - Frozen,3,AU
767,12/18/2023,Pumpkin - Seed,6,CM
768,8/20/2024,Cheese - Parmesan Grated,8,US
769,2/18/2024,Sping Loaded Cup Dispenser,6,FR
770,5/2/2024,Smoked Paprika,9,FR
771,11/2/2023,"Doilies - 10, Paper",3,VE
772,3/4/2024,Tequila Rose Cream Liquor,7,FR
773,9/27/2023,Cheese - Stilton,9,AU
774,2/7/2024,Cheese - Oka,10,VC
775,4/24/2024,Potatoes - Mini Red,3,ZA
776,6/21/2024,Bagel - 12 Grain Preslice,6,IN
777,3/7/2024,"Pepper - Julienne, Frozen",5,US
778,4/27/2024,Jagermeister,1,US
779,7/9/2024,Melon - Cantaloupe,4,GB
780,6/23/2024,Mix - Cappucino Cocktail,10,US
781,11/10/2023,Beans - Green,1,US
782,1/26/2024,Garlic Powder,2,MV
783,9/12/2023,Apron,9,ES
784,10/5/2023,Soup - Boston Clam Chowder,7,CO
785,8/27/2024,"Tomatoes - Cherry, Yellow",3,DE
786,8/7/2024,Crackers - Trio,8,US
787,8/20/2024,Rabbit - Whole,1,BR
788,4/15/2024,Tuna - Salad Premix,2,CO
789,12/22/2023,Wine - Merlot Vina Carmen,10,CD
790,1/21/2024,Cheese Cloth No 100,1,KZ
791,6/27/2024,Lamb - Loin Chops,9,CA
792,12/27/2023,"Mushroom - Enoki, Dry",4,KR
793,10/16/2023,Wine - Jackson Triggs Okonagan,3,LS
794,8/6/2024,Oranges,10,CA
795,1/22/2024,Spice - Chili Powder Mexican,9,RU
796,1/21/2024,Soup - Tomato Mush. Florentine,10,AF
797,6/12/2024,Peas Snow,4,RU
798,5/9/2024,"Bread - Bagels, Mini",4,NP
799,8/10/2024,Sauce - Balsamic Viniagrette,7,US
800,9/21/2023,Cheese - Ermite Bleu,6,IN
801,12/2/2023,Island Oasis - Sweet And Sour Mix,4,US
802,10/28/2023,Wonton Wrappers,7,TR
803,3/2/2024,Cheese - Le Cheve Noir,7,TH
804,6/1/2024,Pan Grease,9,US
805,1/12/2024,Mini - Vol Au Vents,3,DZ
806,8/17/2024,Wine - Prosecco Valdobiaddene,8,US
807,12/6/2023,Onions - Red Pearl,2,US
808,1/7/2024,Sauce - Rosee,7,RO
809,10/22/2023,Beer - Heinekin,8,GU
810,8/13/2024,Chicken - Whole,3,EG
811,2/9/2024,Glycerine,8,CL
812,5/20/2024,Lotus Rootlets - Canned,5,JP
813,4/12/2024,Soup - Campbellschix Stew,8,US
814,3/2/2024,Calaloo,1,US
815,7/6/2024,"Brocolinni - Gaylan, Chinese",4,AO
816,6/2/2024,Appetizer - Veg Assortment,5,BR
817,2/16/2024,"Soup - Campbells, Lentil",4,CO
818,5/9/2024,Slt - Individual Portions,2,TH
819,3/19/2024,Pail With Metal Handle 16l White,6,US
820,9/18/2023,Paper Towel Touchless,8,US
821,10/29/2023,"Chestnuts - Whole,canned",6,GL
822,2/15/2024,Plasticforkblack,10,US
823,4/28/2024,Bar Mix - Lemon,6,TR
824,3/27/2024,Corn Syrup,3,ZW
825,6/27/2024,Avocado,6,NP
826,7/23/2024,Appetizer - Sausage Rolls,8,AR
827,6/11/2024,Jam - Apricot,10,DK
828,1/1/2024,Muffin - Zero Transfat,7,US
829,4/3/2024,Pepper - Cubanelle,1,NO
830,10/1/2023,Soap - Mr.clean Floor Soap,5,GL
831,4/12/2024,Wine - Rhine Riesling Wolf Blass,7,RU
832,6/6/2024,Halibut - Steaks,8,CN
833,6/10/2024,"Ham - Smoked, Bone - In",8,SN
834,5/23/2024,"Veal - Brisket, Provimi, Bone - In",2,MT
835,7/11/2024,Table Cloth 91x91 Colour,1,ZA
836,9/26/2023,Bread - Dark Rye,7,LR
837,4/28/2024,Veal - Kidney,2,MY
838,9/30/2023,Vinegar - White,8,PF
839,1/26/2024,"Soup - French Onion, Dry",3,LK
840,9/12/2023,Scrubbie - Scotchbrite Hand Pad,2,FR
841,9/10/2023,Cream Of Tartar,5,RU
842,8/14/2024,"Rum - Coconut, Malibu",4,CO
843,9/29/2023,Soup V8 Roasted Red Pepper,6,CA
844,12/19/2023,Table Cloth 91x91 Colour,2,US
845,11/5/2023,Wine - Jackson Triggs Okonagan,3,US
846,4/17/2024,Wine - Vouvray Cuvee Domaine,10,DZ
847,8/30/2024,Bread Crumbs - Panko,7,US
848,3/30/2024,"Potatoes - Instant, Mashed",2,PG
849,7/26/2024,"Pork - Tenderloin, Fresh",4,IT
850,12/1/2023,Halibut - Steaks,9,BR
851,3/25/2024,"Potatoes - Purple, Organic",6,NZ
852,2/28/2024,"Sauce - Apple, Unsweetened",9,CM
853,12/18/2023,Cucumber - Pickling Ontario,7,US
854,8/2/2024,"Wine - White, Colubia Cresh",8,CO
855,9/18/2023,"Pasta - Canelloni, Single Serve",7,NZ
856,3/4/2024,"Extract - Vanilla,artificial",8,CA
857,4/14/2024,Wine - Jackson Triggs Okonagan,5,US
858,11/26/2023,Quail - Jumbo Boneless,10,US
859,2/16/2024,"Cookies - Oreo, 4 Pack",9,US
860,6/8/2024,"Cup - 3.5oz, Foam",7,VN
861,6/3/2024,"Mushroom - Enoki, Fresh",1,CO
862,1/5/2024,Wine - Malbec Trapiche Reserve,2,IR
863,3/1/2024,Appetizer - Assorted Box,9,IT
864,3/10/2024,Wine - Pinot Noir Stoneleigh,5,BJ
865,5/10/2024,"Mushroom - Porcini, Dry",1,CO
866,6/13/2024,Yukon Jack,5,GB
867,6/18/2024,Wine - Casablanca Valley,10,MM
868,7/22/2024,Pepper Squash,8,AU
869,3/24/2024,Wine - Baron De Rothschild,4,CD
870,6/28/2024,Wine - Maipo Valle Cabernet,10,US
871,9/29/2023,Cheese - Swiss Sliced,3,CN
872,9/2/2024,Banana Turning,5,TD
873,6/5/2024,"Napkin - Beverge, White 2 - Ply",4,PG
874,11/16/2023,Wine - Fino Tio Pepe Gonzalez,9,US
875,12/22/2023,Transfer Sheets,6,NI
876,12/3/2023,Sobe - Liz Blizz,5,PG
877,11/4/2023,"Pork - Sausage, Medium",3,CA
878,11/16/2023,Island Oasis - Mango Daiquiri,4,US
879,4/11/2024,Wine - Chateau Timberlay,2,MX
880,4/29/2024,Cake Slab,4,PG
881,8/10/2024,Muffin Batt - Blueberry Passion,4,CR
882,7/13/2024,Beer - Upper Canada Light,8,US
883,3/14/2024,Longos - Penne With Pesto,1,BW
884,4/2/2024,Wine - Cave Springs Dry Riesling,3,MG
885,9/26/2023,Garbage Bags - Black,10,KE
886,8/20/2024,Pop Shoppe Cream Soda,7,CA
887,4/23/2024,Nougat - Paste / Cream,8,BR
888,10/31/2023,Bread - English Muffin,4,US
889,12/8/2023,Sunflower Seed Raw,3,CN
890,11/5/2023,Whmis - Spray Bottle Trigger,1,RU
891,2/20/2024,Wine - Pinot Noir Pond Haddock,3,AU
892,11/29/2023,Muffin Mix - Lemon Cranberry,7,US
893,7/8/2024,Pate - Peppercorn,2,IT
894,7/8/2024,"Pepper - Green, Chili",3,IQ
895,11/14/2023,Ice Cream - Vanilla,6,PG
896,8/17/2024,Vinegar - Sherry,4,US
897,8/29/2024,Berry Brulee,2,GA
898,5/14/2024,Coriander - Seed,6,JP
899,12/12/2023,Syrup - Pancake,10,NA
900,2/4/2024,Galliano,2,US
901,12/26/2023,Rice - Aborio,4,US
902,9/25/2023,"Cherries - Maraschino,jar",9,PG
903,11/3/2023,Coffee - Egg Nog Capuccino,7,US
904,7/14/2024,Cinnamon - Ground,4,BR
905,7/11/2024,Tandoori Curry Paste,9,NC
906,4/14/2024,Tea - Lemon Scented,3,KR
907,2/16/2024,Jello - Assorted,7,PG
908,8/13/2024,Vinegar - Champagne,3,IN
909,10/19/2023,Coconut Milk - Unsweetened,2,ID
910,1/15/2024,Goat - Whole Cut,7,GB
911,12/25/2023,Stainless Steel Cleaner Vision,8,AU
912,12/28/2023,Apples - Spartan,2,US
913,11/16/2023,Table Cloth 62x114 White,2,US
914,6/26/2024,Campari,10,US
915,2/27/2024,Beef - Salted,10,TZ
916,7/19/2024,"Lamb - Racks, Frenched",10,AU
917,8/14/2024,Ginsing - Fresh,8,TR
918,12/17/2023,Versatainer Nc - 9388,2,CN
919,2/2/2024,"Soup - Campbells, Minestrone",5,NG
920,7/29/2024,Chinese Foods - Chicken,6,ID
921,12/9/2023,Flour - So Mix Cake White,3,US
922,10/19/2023,"Tea - Darjeeling, Azzura",1,GT
923,6/25/2024,Pear - Asian,10,AU
924,5/13/2024,Island Oasis - Banana Daiquiri,4,US
925,1/28/2024,Lid - 16 Oz And 32 Oz,9,BR
926,9/22/2023,Sambuca Cream,7,CN
927,8/6/2024,Soup Campbells Turkey Veg.,4,RU
928,1/30/2024,Apple - Fuji,10,BR
929,4/20/2024,"Onions - Dried, Chopped",6,NA
930,11/26/2023,Pur Source,7,NP
931,3/13/2024,Lobster - Tail 6 Oz,4,TD
932,10/3/2023,Lid Coffeecup 12oz D9542b,1,PT
933,12/20/2023,Longos - Grilled Chicken With,1,MR
934,1/6/2024,Plate Foam Laminated 9in Blk,9,US
935,5/29/2024,Crab - Meat,1,JP
936,10/5/2023,Duck - Breast,6,EG
937,2/26/2024,Rice Paper,10,US
938,3/15/2024,Steam Pan Full Lid,6,US
939,3/15/2024,"Zucchini - Mini, Green",4,US
940,9/5/2024,Eggs - Extra Large,2,PR
941,9/28/2023,Pork Loin Cutlets,4,CA
942,11/28/2023,Cinnamon - Ground,5,CA
943,12/1/2023,Bread Base - Gold Formel,6,RU
944,8/9/2024,"Lettuce - Romaine, Heart",2,AU
945,3/28/2024,"Coffee - Beans, Whole",3,US
946,7/12/2024,Nantucket - Kiwi Berry Cktl.,5,NP
947,10/5/2023,Sprouts - Baby Pea Tendrils,9,KI
948,5/15/2024,Wasabi Paste,1,GH
949,8/25/2024,"Lobster - Tail, 3 - 4 Oz",7,GY
950,1/15/2024,Table Cloth 53x53 White,10,SO
951,9/13/2023,"Leeks - Baby, White",3,CR
952,9/2/2024,"Ham - Smoked, Bone - In",5,US
953,10/5/2023,Grand Marnier,8,BZ
954,5/31/2024,Chocolate - Liqueur Cups With Foil,10,NI
955,9/13/2023,Coffee - Espresso,7,MX
956,2/16/2024,Island Oasis - Lemonade,2,US
957,7/6/2024,Thermometer Digital,5,BF
958,8/3/2024,Muffin Mix - Blueberry,2,PG
959,11/13/2023,Basil - Thai,10,RU
960,8/23/2024,Chocolate - Unsweetened,3,BZ
961,11/19/2023,Chocolate - Dark,5,US
962,11/8/2023,Gherkin,7,US
963,3/28/2024,Alize Sunset,9,AU
964,11/14/2023,Pate Pans Yellow,6,DZ
965,1/5/2024,Compound - Mocha,2,AU
966,11/23/2023,Pecan Raisin - Tarts,5,LA
967,11/16/2023,Cheese - Le Cheve Noir,3,VE
968,6/16/2024,"Coke - Classic, 355 Ml",10,US
969,4/17/2024,Bread - Corn Muffaletta,2,DE
970,6/23/2024,Higashimaru Usukuchi Soy,4,PR
971,7/4/2024,Horseradish - Prepared,7,PK
972,12/1/2023,"Basil - Primerba, Paste",1,CA
973,4/29/2024,Tuna - Salad Premix,8,BR
974,9/25/2023,Flounder - Fresh,1,TR
975,9/4/2024,"Pepper - Chipotle, Canned",4,US
976,4/4/2024,Wine - Zonnebloem Pinotage,5,PF
977,4/14/2024,Cheese - Gouda Smoked,5,ID
978,3/13/2024,Ginger - Crystalized,7,IQ
979,1/24/2024,Halibut - Steaks,10,US
980,12/24/2023,Wine - Acient Coast Caberne,10,NP
981,8/2/2024,Brandy Apricot,4,TR
982,6/7/2024,Cheese - Camembert,7,NC
983,12/25/2023,Crawfish,1,ZA
984,9/21/2023,Cheese - Cambozola,6,AU
985,8/25/2024,Pineapple - Regular,1,US
986,12/25/2023,Wild Boar - Tenderloin,3,US
987,2/12/2024,"Chicken - Base, Ultimate",6,US
988,12/19/2023,Ice Cream Bar - Oreo Sandwich,4,NO
989,2/14/2024,Wine - Chardonnay South,6,TR
990,11/28/2023,Mushroom - White Button,7,AU
991,12/8/2023,Glass Clear 7 Oz Xl,1,MA
992,7/18/2024,"Chicken - Leg, Boneless",3,PG
993,12/20/2023,"Crab - Claws, 26 - 30",7,PF
994,5/26/2024,Liquid Aminios Acid - Braggs,7,RU
995,3/22/2024,"Beef - Bones, Cut - Up",7,CA
996,7/3/2024,Pumpkin - Seed,9,US
997,12/12/2023,Ecolab - Ster Bac,8,US
998,1/1/2024,Tarragon - Fresh,4,CA
999,8/31/2024,"Tart Shells - Sweet, 2",9,FR
1000,4/25/2024,Garlic - Elephant,3,DE
